date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA3:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA1:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA3:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA1:Zone Ventilation Sensible Heat Loss Energy [J](Hourly)
2018-11-30 16:00:00,4.025,20.589757287467283,20.36882520747295,20.583127909405466,0.0,0.0,0.0
2018-11-30 17:00:00,3.6,20.78388688268551,20.816126975699078,20.777428887489787,0.0,0.0,0.0
2018-11-30 18:00:00,3.2,20.93031069420949,21.050655376187493,20.92353106300929,0.0,0.0,0.0
2018-11-30 19:00:00,2.65,16.942667836648845,17.88105109110245,16.93253144934429,12593990.824959017,3372098.0682428125,12587819.126385847
2018-11-30 20:00:00,2.425,15.496096432169175,16.59642410208959,15.482006008803472,11033592.318727288,3074393.93104632,11021846.166107893
2018-11-30 21:00:00,2.25,14.681369233147919,15.404890561819055,14.671893596110303,10590381.064917944,2801854.0368231083,10590406.69150592
2018-11-30 22:00:00,1.975,14.286610517794971,14.46404984186981,14.277203513320314,10899292.00982409,2657633.41217557,10899292.02177419
2018-11-30 23:00:00,1.6,13.982265091056005,13.882925096432025,13.97276756693448,11305117.647844113,2674969.875272668,11305117.647846675
2018-11-30 00:00:00,1.125,13.727457895435016,13.572772528849148,13.715416906254461,11798956.831619497,2796196.3135203496,11793559.053064626
2018-12-01 01:00:00,0.625,13.349899490242445,13.33797788808906,13.332929417645714,11972479.901029887,2921858.0937819025,11958190.57104297
2018-12-01 02:00:00,0.2,12.921969348407405,13.063297541285841,12.904110094700556,11952251.560924893,2984391.1357823964,11937595.985188674
2018-12-01 03:00:00,-0.125,12.52068519116121,12.687969535761189,12.502014633635387,11880054.814002208,2970114.4933723826,11864662.020283088
2018-12-01 04:00:00,-0.275,12.158010771300063,12.33457586097579,12.138837436020436,11694361.150854388,2925046.224168795,11678569.603396695
2018-12-01 05:00:00,-0.3,11.836619392421966,12.008302521248035,11.817146976917131,11447082.460554313,2860118.1023946637,11431070.57848875
2018-12-01 06:00:00,-0.3,11.540371477962287,11.702439291918445,11.520763961425722,11203334.770023104,2794730.82597544,11187251.831529476
2018-12-01 07:00:00,0.07500000000000001,11.332927935799475,11.470935419101579,11.313312941399634,10695148.895808432,2659721.165650684,10679141.559548706
2018-12-01 08:00:00,0.125,11.889640762351886,11.869165092101404,11.870311900725449,11801349.484783456,2856100.285296176,11785929.301305665
2018-12-01 09:00:00,0.025,14.391534371823946,13.822547195493824,14.370627485868035,0.0,0.0,0.0
2018-12-01 10:00:00,-0.07500000000000001,15.743398809143756,14.868400995837563,15.721107242300935,0.0,0.0,0.0
2018-12-01 11:00:00,0.125,16.545965131982747,15.639381015940454,16.523350624091698,0.0,0.0,0.0
2018-12-01 12:00:00,0.3500000000000001,17.173302071130436,16.325348132065535,17.150695812154744,0.0,0.0,0.0
2018-12-01 13:00:00,0.625,17.660307945656164,16.896350536989036,17.63777656112612,0.0,0.0,0.0
2018-12-01 14:00:00,1.0,18.171270673781187,17.46619854959871,18.14880927241941,0.0,0.0,0.0
2018-12-01 15:00:00,1.475,18.769141352300238,18.09304234723399,18.74691612007036,0.0,0.0,0.0
2018-12-01 16:00:00,1.9,19.315619356153046,18.67879636004104,19.293724501142567,0.0,0.0,0.0
2018-12-01 17:00:00,1.775,19.76414723308348,19.19170601622698,19.742673256658787,0.0,0.0,0.0
2018-12-01 18:00:00,1.475,19.968031971382707,19.515459035391274,19.946928625343602,0.0,0.0,0.0
2018-12-01 19:00:00,1.175,15.729881839389668,16.405247583313695,15.711960073572106,12872841.03802056,3360804.32180959,12858396.413859498
2018-12-01 20:00:00,0.65,14.572449177316852,15.09274601438514,14.56224895074861,12270886.80576,3123280.5410473226,12270948.72304023
2018-12-01 21:00:00,0.125,14.144164225672245,14.120000817833024,14.135498604285367,12865871.529191047,3045620.3857661337,12865871.550383488
2018-12-01 22:00:00,-0.45,13.627284625213303,13.706740364893081,13.614847225726047,13108149.78120383,3200651.633624515,13098311.709014308
2018-12-01 23:00:00,-1.2,12.981575359728527,13.316837344156875,12.968710040671349,13228421.829261217,3354797.831403246,13217611.34312173
2018-12-01 00:00:00,-2.0,12.339795768530244,12.719009874103751,12.327190833547352,13408348.38010064,3411454.5590674337,13397669.580598252
2018-12-02 01:00:00,-2.8,11.698032471665135,12.101550643187954,11.685777048254973,13583657.1768752,3462564.7663622927,13573225.036861856
2018-12-02 02:00:00,-2.925,11.179428247383898,11.575177603440853,11.167554802517099,13243137.148348408,3376611.197693944,13233010.397183266
2018-12-02 03:00:00,-2.9,10.751500234042068,11.11528613258925,10.740051506201912,12874492.664610386,3273027.251135853,12864760.627755087
2018-12-02 04:00:00,-2.825,10.35664211814168,10.691733691887833,10.34561259002984,12473512.99757017,3163724.509141532,12464166.524823464
2018-12-02 05:00:00,-2.875,9.975557119620346,10.285199824950348,9.964939578110293,12202860.299054213,3086993.971749076,12193893.747304553
2018-12-02 06:00:00,-2.9,9.60943496830313,9.898501139282514,9.599215207796176,11921071.963878974,3010062.2223742967,11912458.438355707
2018-12-02 07:00:00,-2.975,9.258119662853376,9.527848652590796,9.248288867885156,11697582.524464393,2947355.9139967663,11689317.95897827
